Blender 4.5.9 LTS (hash 8bf95cbd38d1 built 2026-04-21 01:33:45)
Fra:1 Mem:52.06M (Peak 52.32M) | Time:00:00.19 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Foundation
Fra:1 Mem:50.45M (Peak 50.45M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door wheel hub
Fra:1 Mem:50.47M (Peak 50.47M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Brass hand wheel
Fra:1 Mem:50.49M (Peak 50.49M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin.001
Fra:1 Mem:50.51M (Peak 50.51M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service hatch frame
Fra:1 Mem:50.51M (Peak 50.51M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Public service sheet.001
Fra:1 Mem:50.52M (Peak 50.52M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.004
Fra:1 Mem:50.53M (Peak 50.53M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat
Fra:1 Mem:50.55M (Peak 50.55M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat.001
Fra:1 Mem:50.56M (Peak 50.56M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat.002
Fra:1 Mem:50.58M (Peak 50.58M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.002
Fra:1 Mem:50.62M (Peak 50.62M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.001
Fra:1 Mem:50.65M (Peak 50.65M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line
Fra:1 Mem:50.62M (Peak 50.65M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin
Fra:1 Mem:50.63M (Peak 50.65M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Public service sheet
Fra:1 Mem:50.65M (Peak 50.65M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster oak frame
Fra:1 Mem:50.64M (Peak 50.65M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat.003
Fra:1 Mem:50.65M (Peak 50.65M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat.004
Fra:1 Mem:50.71M (Peak 50.71M) | Time:00:00.14 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:37.85M (Peak 50.71M) | Time:00:00.15 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:37.85M (Peak 50.71M) | Time:00:00.15 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:37.85M (Peak 50.71M) | Time:00:00.15 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:37.85M (Peak 50.71M) | Time:00:00.15 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.27 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.27 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Background
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.27 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.27 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.27 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.27 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.27 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.27 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.27 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.27 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.27 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:38.89M (Peak 65.02M) | Time:00:00.27 | Mem:0.12M, Peak:0.12M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:38.85M (Peak 65.02M) | Time:00:00.27 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:38.85M (Peak 65.02M) | Time:00:00.27 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:41.16M (Peak 65.02M) | Time:00:00.29 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:41.31M (Peak 65.02M) | Time:00:00.29 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:41.53M (Peak 65.02M) | Time:00:00.29 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:41.53M (Peak 65.02M) | Time:00:00.29 | Mem:2.25M, Peak:2.25M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:43.72M (Peak 65.02M) | Time:00:00.29 | Mem:2.25M, Peak:2.25M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:43.72M (Peak 65.02M) | Time:00:00.30 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:43.72M (Peak 65.02M) | Time:00:00.30 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:43.73M (Peak 65.02M) | Time:00:00.30 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Images
Fra:1 Mem:43.73M (Peak 65.02M) | Time:00:00.30 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Images | Loading tidal-brass.png
Fra:1 Mem:44.73M (Peak 65.02M) | Time:00:00.30 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Images | Loading harbor-limestone.png
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.31 | Mem:6.44M, Peak:6.44M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.31 | Mem:6.44M, Peak:6.44M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.31 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.31 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.32 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.32 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Film
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.32 | Mem:6.45M, Peak:6.53M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.32 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.32 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:45.75M (Peak 65.02M) | Time:00:00.32 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:53.45M (Peak 65.02M) | Time:00:00.34 | Mem:683.04M, Peak:683.04M | Scene, ViewLayer | Sample 0/48
Fra:1 Mem:192.61M (Peak 192.61M) | Time:00:00.46 | Remaining:00:05.74 | Mem:822.21M, Peak:822.21M | Scene, ViewLayer | Sample 1/48
Fra:1 Mem:251.21M (Peak 339.10M) | Time:00:09.01 | Mem:822.21M, Peak:822.21M | Scene, ViewLayer | Sample 48/48
Fra:1 Mem:251.21M (Peak 339.10M) | Time:00:09.01 | Mem:822.21M, Peak:822.21M | Scene, ViewLayer | Finished
Saved: 'C:\Users\Hermes\Projects\Operator Special Forces Dungeon and Dragons\campaigns\the-unwritten-coast\discovery-atlas\art\architecture\r01-floor-slice.png'
Time: 00:09.27 (Saving: 00:00.17)

Fra:1 Mem:46.79M (Peak 46.79M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Foundation
Fra:1 Mem:46.79M (Peak 46.79M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.002
Fra:1 Mem:46.80M (Peak 46.80M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.003
Fra:1 Mem:46.81M (Peak 46.81M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.004
Fra:1 Mem:46.91M (Peak 46.91M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.005
Fra:1 Mem:46.97M (Peak 46.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.006
Fra:1 Mem:46.94M (Peak 46.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.008
Fra:1 Mem:46.97M (Peak 46.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.009
Fra:1 Mem:47.06M (Peak 47.06M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.010
Fra:1 Mem:47.08M (Peak 47.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.011
Fra:1 Mem:47.10M (Peak 47.10M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.012
Fra:1 Mem:47.09M (Peak 47.10M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.013
Fra:1 Mem:47.14M (Peak 47.14M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.014
Fra:1 Mem:47.16M (Peak 47.16M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.015
Fra:1 Mem:47.23M (Peak 47.23M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.016
Fra:1 Mem:47.21M (Peak 47.23M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.017
Fra:1 Mem:47.21M (Peak 47.23M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.018
Fra:1 Mem:47.24M (Peak 47.24M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.019
Fra:1 Mem:47.27M (Peak 47.27M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.020
Fra:1 Mem:47.30M (Peak 47.30M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.021
Fra:1 Mem:47.31M (Peak 47.31M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.022
Fra:1 Mem:47.34M (Peak 47.34M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.023
Fra:1 Mem:47.38M (Peak 47.38M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.024
Fra:1 Mem:47.39M (Peak 47.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.025
Fra:1 Mem:47.39M (Peak 47.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.027
Fra:1 Mem:47.40M (Peak 47.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.028
Fra:1 Mem:47.47M (Peak 47.48M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.029
Fra:1 Mem:47.51M (Peak 47.51M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.030
Fra:1 Mem:47.51M (Peak 47.51M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.032
Fra:1 Mem:47.54M (Peak 47.54M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.033
Fra:1 Mem:47.55M (Peak 47.55M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.034
Fra:1 Mem:47.62M (Peak 47.62M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.035
Fra:1 Mem:47.62M (Peak 47.62M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.036
Fra:1 Mem:47.65M (Peak 47.65M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.037
Fra:1 Mem:47.67M (Peak 47.67M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.038
Fra:1 Mem:47.67M (Peak 47.67M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.039
Fra:1 Mem:47.71M (Peak 47.71M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.040
Fra:1 Mem:47.71M (Peak 47.71M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.041
Fra:1 Mem:47.74M (Peak 47.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.042
Fra:1 Mem:47.74M (Peak 47.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.043
Fra:1 Mem:47.81M (Peak 47.81M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.044
Fra:1 Mem:47.79M (Peak 47.81M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.045
Fra:1 Mem:47.86M (Peak 47.86M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.046
Fra:1 Mem:47.87M (Peak 47.87M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.047
Fra:1 Mem:47.87M (Peak 47.87M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.048
Fra:1 Mem:47.92M (Peak 47.92M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.049
Fra:1 Mem:47.91M (Peak 47.92M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.051
Fra:1 Mem:47.98M (Peak 47.98M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.052
Fra:1 Mem:48.00M (Peak 48.00M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.053
Fra:1 Mem:48.01M (Peak 48.01M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.054
Fra:1 Mem:48.01M (Peak 48.01M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.055
Fra:1 Mem:48.04M (Peak 48.04M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.056
Fra:1 Mem:48.07M (Peak 48.07M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.057
Fra:1 Mem:48.08M (Peak 48.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.058
Fra:1 Mem:48.14M (Peak 48.14M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.059
Fra:1 Mem:48.12M (Peak 48.14M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.060
Fra:1 Mem:48.17M (Peak 48.17M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.061
Fra:1 Mem:48.19M (Peak 48.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.062
Fra:1 Mem:48.22M (Peak 48.22M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.063
Fra:1 Mem:48.20M (Peak 48.22M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.064
Fra:1 Mem:48.23M (Peak 48.23M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.065
Fra:1 Mem:48.27M (Peak 48.27M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.066
Fra:1 Mem:48.29M (Peak 48.29M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.067
Fra:1 Mem:48.31M (Peak 48.31M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.068
Fra:1 Mem:48.34M (Peak 48.34M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.069
Fra:1 Mem:48.35M (Peak 48.35M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.070
Fra:1 Mem:48.39M (Peak 48.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.071
Fra:1 Mem:48.40M (Peak 48.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.072
Fra:1 Mem:48.42M (Peak 48.42M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.073
Fra:1 Mem:48.46M (Peak 48.46M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.075
Fra:1 Mem:48.47M (Peak 48.47M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.074
Fra:1 Mem:48.47M (Peak 48.47M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.076
Fra:1 Mem:48.52M (Peak 48.52M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.077
Fra:1 Mem:48.55M (Peak 48.55M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.078
Fra:1 Mem:48.56M (Peak 48.56M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.079
Fra:1 Mem:48.57M (Peak 48.57M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.080
Fra:1 Mem:48.61M (Peak 48.61M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.081
Fra:1 Mem:48.63M (Peak 48.63M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.082
Fra:1 Mem:48.63M (Peak 48.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.083
Fra:1 Mem:48.68M (Peak 48.68M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.084
Fra:1 Mem:48.69M (Peak 48.69M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Soft ceiling bounce
Fra:1 Mem:48.68M (Peak 48.69M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Cool coastal fill
Fra:1 Mem:48.71M (Peak 48.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Warm maintenance lamp.001
Fra:1 Mem:48.71M (Peak 48.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.086
Fra:1 Mem:48.69M (Peak 48.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.087
Fra:1 Mem:48.76M (Peak 48.76M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.014
Fra:1 Mem:48.72M (Peak 48.76M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.088
Fra:1 Mem:48.75M (Peak 48.76M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.089
Fra:1 Mem:48.76M (Peak 48.76M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.013
Fra:1 Mem:48.78M (Peak 48.78M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.012
Fra:1 Mem:48.84M (Peak 48.84M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.011
Fra:1 Mem:48.81M (Peak 48.84M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.090
Fra:1 Mem:48.81M (Peak 48.84M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.091
Fra:1 Mem:48.86M (Peak 48.86M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.009
Fra:1 Mem:48.86M (Peak 48.86M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.092
Fra:1 Mem:48.84M (Peak 48.86M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.008
Fra:1 Mem:48.86M (Peak 48.86M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.093
Fra:1 Mem:48.87M (Peak 48.87M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.094
Fra:1 Mem:48.89M (Peak 48.89M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Individual limestone flag.095
Fra:1 Mem:48.92M (Peak 48.92M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.006
Fra:1 Mem:48.94M (Peak 48.94M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar
Fra:1 Mem:48.95M (Peak 48.95M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.005
Fra:1 Mem:48.99M (Peak 48.99M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.004
Fra:1 Mem:48.97M (Peak 48.99M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.001
Fra:1 Mem:48.97M (Peak 48.99M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.003
Fra:1 Mem:49.00M (Peak 49.00M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.002
Fra:1 Mem:48.97M (Peak 49.00M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.003
Fra:1 Mem:49.00M (Peak 49.00M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.004
Fra:1 Mem:49.03M (Peak 49.03M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch.001
Fra:1 Mem:49.04M (Peak 49.04M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.005
